product_name,price,item_type,description,misc_notes,in_stock,supplier
Turbosmart GenV RacePort Blow Off Valve Inc HE Position Sensor Cap - Black,£419.94,,"SKU:     
        TS-0204-1232    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




The GenV RacePort Sensor Cap allows you to monitor the blow off valve (BOV) position for diagnostic or tuning purposes, a truly unique solution and the first of its kind on the market.
If you are using BOV for traction/torque control, knowing how far its open is paramount to providing insight to optimise the calibration process further. Aside from a calibration benefit, check the logs if you doubt that the BOV is not staying closed when it should be. This has never been easier with the Turbosmart GenV Race Port Sensor Cap
SUPPLIED WITH:GenV RacePort 50mm BOV1/8 NPT Vacuum fittingsSensor Cap &amp; HE SensorV-band AssemblyProfiled Alloy Weld-On FittingBlue Spring Rated -18 to -14 InHg (installed).Turbosmart Decal","Product Features:

Vacuum fittings profiled alloy weld flange, V-band assembly, and Blue Spring Rated -18 to -14 InHg (installed)
Billet 6000 series aluminium construction
Quick-release v-band collar for ease of installation and removal
2.0"" Inlet flows over 330 CFM
MILSPEC hard anodized valve guide and stem
Hi-Temp Silicon Nomex diaphragm
Positive sealing valve seat
Twin 1/8""NPT pressure ports for convenient positioning
Collar secured cap for quick spring changes
4inHg to 26inHg activation range
Five user-configurable corrosion-resistant springs are available
Valve position sensor option
Designed, manufactured and validated in-house at Turbosmart HQ",Not In Stock,TorqueGT
"Mishimoto Universal Slim Electric Fan 10""",£59.06,,"SKU:     
        MMFAN-10    





This fan can be used as an upgrade to the OEM fan for more efficient cooling or fitment issues with aftermarket products. With its slim design, the fan can easily be installed flush against a radiator.","High-flow fan provides 950 cfm of airflow
Universal fitment
Compact design with a diameter of 10"" and an overall thickness of only 2.36"" provides increased engine bay space
Easily reversible for use as a pusher or puller fan
Mishimoto Lifetime Warranty",Not In Stock,TorqueGT
Enkei RPF1 Lightweight Alloy Wheel,"£291.24, £388.32",,"SKU:     
        E-RPF1    


                RPF118954551143S            

                RPF118951551143MB            

                RPF118951551143S            

                RPF11893551143MB            

                RPF11893551143S            

                RPF1189355112S            

                RPF11885405120S            

                RPF118854051143S            

                RPF118853051143MB            

                RPF118853051143S            

                RPF1188455100S            

                RPF11883551143S            

                RPF1188355112S            

                RPF1188355100S            

                RPF118754851143MB            

                RPF11875485112S            

                RPF11875485100S            

                RPF1181051551143MB            

                RPF1181051551143S            

                RPF118103851143S            

                RPF117953851143S            

                RPF117951851143MB            

                RPF117951851143S            

                RPF11794551143S            

                RPF11793551143S            

                RPF11792251143MB            

                RPF11792251143S            

                RPF117854051143S            

                RPF11784551143S            

                RPF1178455100S            

                RPF11783551143S            

                RPF1178355100S            

                RPF117754851143S            

                RPF11775485112S            

                RPF11775485100S            

                RPF11774551143S            

                RPF1177434100S            

                RPF1177354100S            

                RPF117103851143S            

                RPF1167455100S            

                RPF11674351143S            

                RPF11674341143S            

                RPF1167434100S            

                RPF11673551143S            

                RPF1167354100S            

                RPF1157414100MB            

                RPF1157414100S            

                RPF1157354100MB            

                RPF1157354100S            

                RPF118754851143S            

                RPF118953851143S            

                RPF117101851143MB            

                RPF117853051143S","Product features:

Designed using experiences learned in Formula 1
MAT Technology, one-piece cast wheel
Priced per wheel
Centre caps sold seperately (cannot be used on 15"" wheels!)",In Stock,TorqueGT
Mugen Power Mini Sticker Set,£10.38,,"SKU:     
        90000-YZ5-314D",,Not In Stock,TorqueGT
Skunk2 Oil Filter Sandwich Adapter For Oil Cooler Kit For Subaru Brz Toyota Gt86,£242.90,,"SKU:     
        626-12-1000    





Skunk2 is proud to introduce its all-new Subaru BRZ, Scion FRS, and Toyota FT86 Oil Filter Sandwich Adapter.
Each adapter is made from 6061 Aluminum, CNC machined and then hard-anodized. Skunk2's Oil Filter Sandwich Adapter features a 1/8 pipe port to feed a turbo or the addition of a pressure gauge. The Skunk2 FA20 BRZ/FRS Sandwich Adapter fits the Kraftwerks supercharger kit by raising the height and splitting the inlet and outlet ports.",,Not In Stock,TorqueGT
JDM Style Pressed Number Plates,£15.00,,"SKU:     
        JDMPLT",,In Stock,TorqueGT
AEM X-Series Boost Pressure Gauge 60PSI / 4BAR,£251.71,,"SKU:     
        30-0308","Features:

Excellent accuracy and speed
Easy to read sweeping LED needle
52mm housing
User selectable warnings
Comes with black bezel and reversible black PSI/BAR boost pressure faceplate",Not In Stock,TorqueGT
"Mishimoto Universal Slim Electric Fan 16""",£79.51,,"SKU:     
        MMFAN-16    





This curved blade fan can be used as an upgrade to the OEM fan for more efficient cooling or fitment issues with aftermarket products. With its slim design, the fan can easily be installed flush against a radiator. For universal installation, use Mishimoto Universal Fan Mount Kit (P/N: MMFAN-MOUNT). Mishimoto recommends the use of a fan shroud and our fan mounting kit in addition to the included mounting tabs for a secure installation.","High-flow fan provides 1850 cfm of airflow
Universal fitment
Compact design with a diameter of 16"" and an overall thickness of only 81mm provides increased engine bay space
Mishimoto Lifetime Warranty",Not In Stock,TorqueGT
Corbeau Double Locking Seat Runners,£58.80,,"SKU:     
        COR-AS0    


                COR-AS010            

                COR-AS011            

                COR-AS012            






Our high quality double locking seat runners are designed to give our seats smooth 120mm fore and 93mm aft travel, with easy installation and effortless maintenance. Compatible across the majority of our seating ranges, including our Motorsport seats for Road and NON-FIA usage.
Our runner handles are designed for our specific seating ranges, please carefully read the information below to select the correct handle:
Double Locking Runner  With Sportline / Classic seating range handle.
Double Locking Runner  With Standard width Motorsport seating range handle. (For Road and NON-FIA Use)
Double Locking Runner  With XL width Motorsport seating range handle. (For Road and NON-FIA Use)","Product Features:

3 Handle Options Available
Double Locking Mechanism
Designed Specifically for Corbeau Seats
120mm Fore and 93mm Aft Travel",Not In Stock,TorqueGT
Link G4X Wire In ECU - FuryX,"£1,980.00",,"SKU:     
        LINK-122-4000","Inputs
8/10* x Digital inputs
4 x Temperature inputs
9 x Analog inputs
2 x Trigger inputs
2 x Knock inputs
1 x LSU 4.9 Wideband lambda sensor input
 
Outputs
8 x Injection drives
6 x Ignition drivers
10 x Auxiliary outputs^
+5V Sensor power supply
+8V Sensor power supply
^unused fuel and ignition drives can be used as additional Aux outputs
 
Communications
2* x CAN bus
1x Serial (RS232) connection
1x USB tuning connection
 
Physical
Dimensions: 185mm(L) x 130mm(W) x 40mm(H) (without looms)
 
*DI 9 &amp; 10 pins used by second CAN Bus",Not In Stock,TorqueGT
Millers Millermatic ATF SPIII-WS 1 Litre,£12.00,,"SKU:     
        6213-1L","Meets the following manufacturer specification:

Acura ATF-Z1
Audi VW (VAG) G 055 005 A1 / A2 / A6, G 055 025 A2, G 052 162 A1 / A2 / A6, G 052 990, G 055 540
Bentley PY112995PA
BMW 7045E, ETL-8072B
Chrysler MS7176E, MS9602, ATF+, ATF+2, ATF+3, ATF+4, Mopar AS 68 RC, 05127382AA
Daimler ATF+3, ATF+4
Fiat 9.55550-AV1, 9.55550-AV2, 9.55550-AV4
Ford Mercon, Mercon V, Mercon SP, M2C992A1, 924A, M2C138CJ, M2C166H, RNR5
General Motors GM Dexron III, GM 9986195, GM 88863400, GM 88863401, GM 93160393
Honda ATF Z1 (Except CVT's), ATF DW-1
Hyundai SP II, SP III, SP IV, SP IV M, SP IV-RR, JWS 3314, NWS 9638, 040000C90SG
Infiniti / Nissan MATIC C, MATIC D, MATIC J, MATIC K, MATIC S
Isuzu SCS fluid, BESCO ATF II, ATF III, ATF SP
Jaguar Fluid 8432, JLM20238, ATF 3403 M115
Kia Red 1, SP-II, SP-III, SP-IV, SP-IVM
Land Rover TYK500050
Lexus JWS3309
Maserati 231603
Mazda ATD D-II, M-III, M-V, FZ, F-1, S-1, N-1, ATF 3317
Mini T-IV
Mitsubishi Dia Queen ATF PA, ATF AW, ATF J2, ATF J3, Diaqueen SK, SP-II, SP-III
Porsche ATF 3403-M115, T-IV
Saab JWS3309, 93 165 147
Subaru ATF, K0140Y0700, ATF SAT, ATF, ATF HP
Suzuki ATF AW-1, 5D06, ATF 2326, ATF 2384K, JWS3309, ATF 3314, ATF 3317
Toyota ATF D-II, ATF D-III, ATF T-III, ATF T-IV
Volvo 97325, 97335, CE 97340, 1161540-S
Aisin Warner JWS 3309, JWS 3324
Allison C-3 &amp; C-4
ZF Lifeguard 6 (M-1375.4), TE-ML 05L, 09, 21L",Not In Stock,TorqueGT
Exoracing 5mx5cm Gold Reflective Heat Shield Tape Adhesive High Temperature,£16.49,,"SKU:     
        EX-GDRF-5    





Our heat reflective shield barriers are a state-of-the-art polymer laminated glass cloth that is extremely light weight and capable of handling continual operating temperatures of 850 degrees F. They are often used in motorsport applications such as drifting or drag racing to dramatically lower intake air temperatures which is always a good thing for performance!
The reflective heat sheet offers considerable weight savings over similar types of materials yet still reflects 80 percent of radiant heat. Requiring minimal clearance, our reflective heat tapes are a highly conformable material that has a pressure sensitive adhesive backing that is easy to apply and remove.
Popular uses include engine covers, seat bottoms, bulk heads, and fuel cells, the possibilities are endless. Installation of our heat reflective tapes are simple and easy. just cut to the required size, peel off the backing, and apply using a slight amount of pressure to stick to the surface. Make sure to thoroughly clean the surface before application for the best results. We currently offer these in easy-to-use rolls or sheets, and stock gold or silver heat tape to match your purpose.","Product Features:

Colour: Gold
Type: Heat Reflective tape
Length: 5m
Width: 5cm
Maximum continuous Temperature: 850°F/450°C
Maximum intermittent Temperature: 2000°F/1100°C
Installation: Self Adhesive
Rated at 850°F/450°C continuous, but can handle intermittent spikes of 2000°F/1100°C",In Stock,TorqueGT
